gid	n_B73	n_Mo17	n_ambiguous
Zm00001d002833	0	3	0
Zm00001d002834	41	60	0
Zm00001d002835	7	17	0
Zm00001d002836	308	50	1
Zm00001d002837	1	4	0
Zm00001d002842	462	570	9
Zm00001d002853	1	2	0
Zm00001d002928	8	9	0
Zm00001d002933	3	2	0
Zm00001d002936	214	214	2
Zm00001d002937	57	13	0
Zm00001d002939	180	126	1
Zm00001d002940	189	128	3
Zm00001d002941	140	86	2
Zm00001d002942	71	63	1
Zm00001d002943	241	76	1
Zm00001d002945	20	15	0
Zm00001d002953	81	85	0
Zm00001d002954	30	6	2
Zm00001d002956	153	273	1
Zm00001d002960	0	4	0
Zm00001d002961	228	155	6
Zm00001d002962	82	92	2
Zm00001d002964	5	3	0
Zm00001d002965	2	0	0
Zm00001d002989	7	5	0
Zm00001d003002	7	33	0
Zm00001d003003	0	3	0
Zm00001d003004	3	1	0
Zm00001d003006	555	55	7
Zm00001d003007	16	10	1
Zm00001d003012	2	0	0
Zm00001d003013	2	0	0
Zm00001d003014	44	14	1
Zm00001d003015	36	19	0
Zm00001d003016	7	1	0
Zm00001d003017	53	50	4
Zm00001d003019	30	1	1
Zm00001d003021	3	5	0
Zm00001d003022	2	1	0
Zm00001d003024	33	0	0
Zm00001d003025	5	5	0
Zm00001d003031	48	57	1
Zm00001d003033	2	1	0
Zm00001d003034	45	53	0
Zm00001d003035	67	16	0
Zm00001d003037	5	0	0
Zm00001d003039	4	0	0
Zm00001d003040	7	6	0
Zm00001d003041	4	7	0
Zm00001d003044	202	77	6
Zm00001d003045	1	13	4
Zm00001d003046	2	1	0
Zm00001d003047	2	3	0
Zm00001d003048	2	7	0
Zm00001d003049	8	5	0
Zm00001d003050	21	4	1
Zm00001d003052	0	1	0
Zm00001d003058	25	35	1
Zm00001d003059	9	12	0
Zm00001d003064	7	11	0
Zm00001d003066	57	85	1
Zm00001d003067	27	7	0
Zm00001d003071	77	142	5
Zm00001d003086	10	246	2
Zm00001d003087	30	44	0
Zm00001d003088	19	437	9
Zm00001d003089	32	25	2
Zm00001d003090	62	26	1
Zm00001d003091	23	24	0
Zm00001d003101	19	28	0
Zm00001d003102	11	7	1
Zm00001d003103	10	7	1
Zm00001d003106	69	90	0
Zm00001d003107	2	0	0
Zm00001d003108	51	27	0
Zm00001d003110	2	1	0
Zm00001d003112	864	726	11
Zm00001d003116	1	4	0
Zm00001d003119	27	41	1
Zm00001d003120	0	3	0
Zm00001d003123	53	43	0
Zm00001d003125	9	5	0
Zm00001d003127	58	74	2
Zm00001d003128	25	0	0
Zm00001d003129	349	319	10
Zm00001d003139	1	9	0
Zm00001d003140	2	445	4
Zm00001d003142	2	1	0
Zm00001d003143	115	4	0
Zm00001d003144	39	45	0
Zm00001d003145	0	1	0
Zm00001d003147	439	373	4
Zm00001d003148	46	47	0
Zm00001d003149	2	4	0
Zm00001d003151	2	1	0
Zm00001d003155	8	1	0
Zm00001d003157	29042	59365	1223
Zm00001d003159	195	200	2
Zm00001d003162	1131	1010	28
Zm00001d003166	2	5	0
Zm00001d003167	1	3	0
Zm00001d003174	2	6	0
Zm00001d003176	324	363	10
Zm00001d003179	117	143	6
Zm00001d003180	0	14	0
Zm00001d003181	52	92	2
Zm00001d003182	25	18	0
Zm00001d003183	1	8	0
Zm00001d003185	1	0	0
Zm00001d003186	1	0	0
Zm00001d003188	1	1	0
Zm00001d003190	2	2	0
Zm00001d003193	2	0	0
Zm00001d003195	169	232	3
Zm00001d003196	40	10	2
Zm00001d003197	5	0	0
Zm00001d003202	14	0	0
Zm00001d003203	26	40	0
Zm00001d003207	104	106	3
Zm00001d003209	91	88	2
Zm00001d003213	14	3	0
Zm00001d003228	23	13	0
Zm00001d003245	4	0	0
Zm00001d003247	0	3	0
Zm00001d003248	44	16	0
Zm00001d003249	2	6	1
Zm00001d003250	258	359	5
Zm00001d003251	11	10	0
Zm00001d003252	105	131	4
Zm00001d003254	293	180	7
Zm00001d003256	250	174	4
Zm00001d003257	89	49	2
Zm00001d003258	82	31	0
Zm00001d003259	120	42	2
Zm00001d003261	85	45	0
Zm00001d003262	101	104	1
Zm00001d003265	663	584	7
Zm00001d003266	1	0	0
Zm00001d003267	435	433	8
Zm00001d003268	6	16	0
Zm00001d003271	485	640	22
Zm00001d003283	9	6	0
Zm00001d003284	41	48	0
Zm00001d003287	1	0	0
Zm00001d003288	35	36	0
Zm00001d003291	34	159	3
Zm00001d003292	707	1007	14
Zm00001d003293	0	1	0
Zm00001d003294	2	3	0
Zm00001d003295	1	2	0
Zm00001d003298	0	0	2
Zm00001d003302	34	37	0
Zm00001d003304	0	8	0
Zm00001d003308	1	1	0
Zm00001d003309	47	32	3
Zm00001d003310	4	0	0
Zm00001d003311	102	37	0
Zm00001d003312	186	0	1
Zm00001d003313	58	45	0
Zm00001d003314	48	66	1
Zm00001d003317	8	3	0
Zm00001d003319	3	0	0
Zm00001d003322	0	1	0
Zm00001d003328	53	35	1
Zm00001d003329	139	155	3
Zm00001d003332	4	0	0
Zm00001d003333	256	224	10
Zm00001d003334	23	11	0
Zm00001d003345	1	0	0
Zm00001d003346	58	57	5
Zm00001d003347	94	32	1
Zm00001d003348	0	1	0
Zm00001d003349	4	16	1
Zm00001d003352	38	15	0
Zm00001d003354	5	4	0
Zm00001d003355	3	0	0
Zm00001d003356	90	110	1
Zm00001d003357	4	0	0
Zm00001d003358	41	20	0
Zm00001d003365	20	71	2
Zm00001d003369	146	244	6
Zm00001d003372	9	27	0
Zm00001d003373	136	133	3
Zm00001d003375	0	1	0
Zm00001d003376	51	14	1
Zm00001d003377	12	3	0
Zm00001d003378	8	6	0
Zm00001d003379	1	0	0
Zm00001d003381	5	5	0
Zm00001d003382	88	118	3
Zm00001d003393	211	221	4
Zm00001d003394	102	96	0
Zm00001d003395	38	16	0
Zm00001d003399	0	1	0
Zm00001d003400	1	2	0
Zm00001d003401	3503	3341	81
Zm00001d003403	0	1	0
Zm00001d003404	575	281	4
Zm00001d003405	23	10	0
Zm00001d003408	1	0	0
Zm00001d003411	9	204	3
Zm00001d003414	22	7	0
Zm00001d003415	124	137	2
Zm00001d003420	2	5	0
Zm00001d003422	0	5	0
Zm00001d003423	0	1	0
Zm00001d003425	1	1	0
Zm00001d003426	712	550	7
Zm00001d003427	1	1	0
Zm00001d003428	56	40	0
Zm00001d003429	50435	39345	1014
Zm00001d003431	4	6	1
Zm00001d003432	65	75	1
Zm00001d003434	283	370	6
Zm00001d003435	12	2	0
Zm00001d003438	383	654	9
Zm00001d003446	8	4	0
Zm00001d003448	51	130	1
Zm00001d003451	7	0	0
Zm00001d003457	358	168	1
Zm00001d003459	2646	2253	36
Zm00001d003460	91	89	0
Zm00001d003462	166	102	1
Zm00001d003463	38	14	0
Zm00001d003464	25	37	1
Zm00001d003468	76	26	0
Zm00001d003469	3	6	0
Zm00001d003470	2668	2385	68
Zm00001d003471	8	15	0
Zm00001d003472	0	2	0
Zm00001d003473	0	2	0
Zm00001d003476	20	13	0
Zm00001d003477	369	230	3
Zm00001d003499	2	1	0
Zm00001d003500	36	25	1
Zm00001d003501	0	4	0
Zm00001d003502	66	43	1
Zm00001d003504	115	74	2
Zm00001d003508	26	23	2
Zm00001d003509	70	78	2
Zm00001d003510	2	1	0
Zm00001d003511	35	31	0
Zm00001d003512	4490	6046	214
Zm00001d003513	153	166	2
Zm00001d003515	1	4	0
Zm00001d003516	3	0	0
Zm00001d003518	99	113	1
Zm00001d003524	12	37	2
Zm00001d003525	72	53	2
Zm00001d003530	119	4	1
Zm00001d003531	0	1	0
Zm00001d003533	193	132	1
Zm00001d003540	47	38	0
Zm00001d003543	1	0	0
Zm00001d003544	1	0	0
Zm00001d003545	0	1	0
Zm00001d003546	59	53	1
Zm00001d003549	7	15	1
Zm00001d003552	45	2094	16
Zm00001d003553	2	301	9
Zm00001d003554	0	1	1
Zm00001d003555	4	3	0
Zm00001d003556	221	227	2
Zm00001d003559	14179	8061	171
Zm00001d003563	27	7	0
Zm00001d003566	14	22	0
Zm00001d003569	4	1	0
Zm00001d003572	361	98	2
Zm00001d003584	70	59	3
Zm00001d003588	1	1	0
Zm00001d003589	699	683	25
Zm00001d003590	93	106	1
Zm00001d003598	2	1	0
Zm00001d003601	23	21	0
Zm00001d003602	297	265	10
Zm00001d003615	6532	2994	78
Zm00001d003616	2153	2052	42
Zm00001d003617	8	14	0
Zm00001d003618	141	111	3
Zm00001d003620	1	1	0
Zm00001d003621	104	124	1
Zm00001d003632	1303	1845	33
Zm00001d003635	25	0	0
Zm00001d003638	2	7	0
Zm00001d003640	63	43	2
Zm00001d003643	2	0	0
Zm00001d003644	10	16	0
Zm00001d003646	2	4	0
Zm00001d003649	99	23	2
Zm00001d003650	1	0	0
Zm00001d003652	122	135	6
Zm00001d003653	457	559	1
Zm00001d003654	16	12	0
Zm00001d003655	38	22	1
Zm00001d003658	11	8	0
Zm00001d003659	10	15	0
Zm00001d003663	111	168	0
Zm00001d003664	9	9	0
Zm00001d003667	19	50	2
Zm00001d003668	24	13	0
Zm00001d003669	4	6	0
Zm00001d003670	1	9	1
Zm00001d003671	162	30	0
Zm00001d003672	41	60	0
Zm00001d003673	6	3	0
Zm00001d003674	45	0	0
Zm00001d003675	10	2	1
Zm00001d003676	3677	1980	29
Zm00001d003677	1	0	0
Zm00001d003678	139	108	4
Zm00001d003679	34	36	1
Zm00001d003680	24	11	0
Zm00001d003683	4	1	0
Zm00001d003685	37	30	0
Zm00001d003709	0	1	0
Zm00001d003710	123	184	2
Zm00001d003712	352	204	2
Zm00001d003713	160	117	3
Zm00001d003715	2396	2151	42
Zm00001d003724	27	0	1
Zm00001d003725	1	1	0
Zm00001d003728	1	8	0
Zm00001d003729	7	4	0
Zm00001d003730	2	0	0
Zm00001d003733	17	0	0
Zm00001d003735	15	0	0
Zm00001d003742	58	60	0
Zm00001d003750	830	1456	16
Zm00001d003751	0	3	0
Zm00001d003754	4	0	0
Zm00001d003755	0	15	0
Zm00001d003756	1293	1059	24
Zm00001d003757	16	1	0
Zm00001d003760	0	1	0
Zm00001d003761	0	2	1
Zm00001d003765	0	2	0
Zm00001d003767	9899	9154	320
Zm00001d003772	2	0	0
Zm00001d003773	38	15	1
Zm00001d003774	13	12	0
Zm00001d003775	6	2	0
Zm00001d003778	62	15	0
Zm00001d003779	0	1	0
Zm00001d003780	0	3	0
Zm00001d003781	1264	621	15
Zm00001d003784	1	32	1
Zm00001d003785	5	67	1
Zm00001d003786	14	15	0
Zm00001d003790	0	6	0
Zm00001d003791	1	0	0
Zm00001d003793	4	29	0
Zm00001d003796	72	23	0
Zm00001d003797	13	10	0
Zm00001d003800	202	23	2
Zm00001d003801	0	3	0
Zm00001d003807	59	208	1
Zm00001d003809	2	0	0
Zm00001d003812	111	67	1
Zm00001d003813	58	68	3
Zm00001d003817	1221	1393	13
Zm00001d003822	64	19	0
Zm00001d003830	10	44	1
Zm00001d003833	503	603	2
Zm00001d003836	2	0	0
Zm00001d003839	1017	668	11
Zm00001d003840	1	7	1
Zm00001d003841	0	1	0
Zm00001d003846	27	51	0
Zm00001d003848	81	27	1
Zm00001d003850	220	0	1
Zm00001d003851	21	18	0
Zm00001d003852	424	130	5
Zm00001d003855	113	60	0
Zm00001d003857	412	487	3
Zm00001d003861	48	26	0
Zm00001d003864	35	35	0
Zm00001d003866	870	780	9
Zm00001d003867	56	174	0
Zm00001d003872	6	1	0
Zm00001d003875	2	0	0
Zm00001d003878	338	201	12
Zm00001d003879	61	46	0
Zm00001d003881	0	1	0
Zm00001d003884	4	1	0
Zm00001d003888	9	0	0
Zm00001d003889	1	0	0
Zm00001d003894	2	2	0
Zm00001d003895	7	92	1
Zm00001d003896	81	82	4
Zm00001d003897	0	1	0
Zm00001d003902	37	22	1
Zm00001d003904	72	64	0
Zm00001d003905	20	12	0
Zm00001d003911	130	157	3
Zm00001d003913	235	252	1
Zm00001d003924	5	13	0
Zm00001d003925	1	1	0
Zm00001d003928	2	2	0
Zm00001d003930	1	1	0
Zm00001d003931	265	195	5
Zm00001d003937	5	6	0
Zm00001d003939	141	48	1
Zm00001d003945	190	99	0
Zm00001d003947	241	218	7
Zm00001d003949	2	7	0
Zm00001d003950	231	401	5
Zm00001d003954	27	36	2
Zm00001d003957	125	131	1
Zm00001d003958	104	102	1
Zm00001d003962	184	83	3
Zm00001d003966	2	0	0
Zm00001d003969	1	6	0
Zm00001d003972	0	1	0
Zm00001d003981	79	49	0
Zm00001d003983	2	0	0
Zm00001d003984	86	99	3
Zm00001d003986	128	240	2
Zm00001d003990	1	0	0
Zm00001d003993	4	9	0
Zm00001d003995	0	1	1
Zm00001d004008	1	0	0
Zm00001d004022	12	24	0
Zm00001d004025	1	1	0
Zm00001d004052	0	3	0
Zm00001d004053	0	1	0
Zm00001d004055	1	0	0
Zm00001d004070	2	1	0
Zm00001d004072	1	0	0
Zm00001d004073	1	2	2
Zm00001d004075	7	16	1
Zm00001d004078	6	1	0
Zm00001d004079	21	1	0
Zm00001d004086	28	29	1
Zm00001d004090	2	2	0
Zm00001d004091	15	19	0
Zm00001d004095	82	262	9
Zm00001d004099	113	104	6
Zm00001d004102	430	412	7
Zm00001d004115	4	0	0
Zm00001d004118	20	19	1
Zm00001d004119	35	29	0
Zm00001d004123	41	11	0
Zm00001d004125	117	106	0
Zm00001d004127	0	3	0
Zm00001d004128	1	0	0
Zm00001d004132	2	4	1
Zm00001d004136	113	101	3
Zm00001d004137	51	0	0
Zm00001d004138	11	1	0
Zm00001d004139	338	314	3
Zm00001d004140	72	79	1
Zm00001d004143	0	3	0
Zm00001d004146	4	17	2
Zm00001d004147	1	0	2
Zm00001d004152	44	58	2
Zm00001d004153	11	11	0
Zm00001d004154	4	5	0
Zm00001d004159	18	23	0
Zm00001d004162	1	3	1
Zm00001d004198	315	396	7
Zm00001d004200	226	255	2
Zm00001d004203	28	6	0
Zm00001d004207	0	1	0
Zm00001d004208	4	0	0
Zm00001d004215	8	8	0
Zm00001d004248	141	44	2
Zm00001d004259	18	17	0
Zm00001d004260	14	16	1
Zm00001d004270	50	58	0
Zm00001d004279	645	132	6
Zm00001d004282	2	0	0
Zm00001d004310	382	80	3
Zm00001d004331	16	20	0
Zm00001d004335	30	22	0
Zm00001d004339	2	2	0
Zm00001d004340	11	10	0
Zm00001d004342	1393	266	16
Zm00001d004343	616	5	1
Zm00001d004344	3	31	0
Zm00001d004346	4	12	2
Zm00001d004348	1416	190	6
Zm00001d004354	361	184	2
Zm00001d004366	4	1	0
Zm00001d004372	10	6	0
Zm00001d004380	139	63	5
Zm00001d004386	26	25	0
Zm00001d004389	0	1	0
Zm00001d004392	455	211	4
Zm00001d004396	86	79	0
Zm00001d004397	1	0	0
Zm00001d004400	175	203	0
Zm00001d004407	137	118	3
Zm00001d004409	30	12	0
Zm00001d004410	15	54	2
Zm00001d004411	1	0	0
Zm00001d004413	558	151	2
Zm00001d004415	1	5	0
Zm00001d004426	0	3	0
Zm00001d004428	32	38	0
Zm00001d004434	8	7	1
Zm00001d004435	10	1	0
Zm00001d004437	44	2	0
Zm00001d004438	9	22	0
Zm00001d004439	45	50	1
Zm00001d004440	184	114	5
Zm00001d004443	3	2	0
Zm00001d004448	463	224	3
Zm00001d004451	77	15	0
Zm00001d004452	875	633	9
Zm00001d004456	1	0	0
Zm00001d004458	3	0	0
Zm00001d004460	20	18	1
Zm00001d004463	134	184	0
Zm00001d004465	34	9	0
Zm00001d004466	348	298	7
Zm00001d004468	9	11	0
Zm00001d004469	38	41	0
Zm00001d004472	2338	2302	60
Zm00001d004473	1877	1669	42
Zm00001d004477	54	86	0
Zm00001d004478	3191	2145	56
Zm00001d004480	172	66	2
Zm00001d004482	8	16	0
Zm00001d004483	3	0	0
Zm00001d004489	62	51	0
Zm00001d004494	0	0	1
Zm00001d004497	1	0	0
Zm00001d004498	156	106	1
Zm00001d004500	1	1	0
Zm00001d004502	0	31	0
Zm00001d004506	6	7	0
Zm00001d004510	19	2	4
Zm00001d004512	20	19	1
Zm00001d004513	257	129	3
Zm00001d004523	1	1	0
Zm00001d004524	1	0	0
Zm00001d004525	37	84	1
Zm00001d004526	12	10	1
Zm00001d004539	0	2	0
Zm00001d004541	52	68	1
Zm00001d004543	100	70	3
Zm00001d004545	5	5	0
Zm00001d004546	2	1	0
Zm00001d004552	2	0	0
Zm00001d004553	7	5	0
Zm00001d004557	1	1	0
Zm00001d004559	1	0	0
Zm00001d004560	0	2	0
Zm00001d004561	2	3	0
Zm00001d004564	283	203	8
Zm00001d004568	39	28	0
Zm00001d004573	102	145	2
Zm00001d004576	3	0	1
Zm00001d004586	100	90	0
Zm00001d004587	1	2	0
Zm00001d004591	24	14	0
Zm00001d004603	1	0	0
Zm00001d004611	1	1	0
Zm00001d004616	130	136	1
Zm00001d004620	50	0	0
Zm00001d004621	5	4	0
Zm00001d004624	50	0	0
Zm00001d004633	1	0	0
Zm00001d004669	4	56	0
Zm00001d004687	0	1	0
Zm00001d004690	1	1	0
Zm00001d004698	0	1	0
Zm00001d004700	8	12	0
Zm00001d004702	276	182	1
Zm00001d004703	2	0	0
Zm00001d004705	788	187	5
Zm00001d004706	102	57	2
Zm00001d004707	61	51	0
Zm00001d004709	22	12	0
Zm00001d004716	374	377	2
Zm00001d004723	3	5	0
Zm00001d004726	3	29	0
Zm00001d004737	19	10	0
Zm00001d004739	53	166	5
Zm00001d004740	5	10	0
Zm00001d004751	2	6	0
Zm00001d004762	154	98	5
Zm00001d004768	5	11	1
Zm00001d004769	0	1	0
Zm00001d004770	0	1	0
Zm00001d004772	3	0	0
Zm00001d004775	2	0	0
Zm00001d004779	13	22	0
Zm00001d004782	14	9	0
Zm00001d004784	3	0	0
Zm00001d004785	51	28	0
Zm00001d004790	28	24	0
Zm00001d004804	3	2	0
Zm00001d004807	61	60	0
Zm00001d004810	2	1	0
Zm00001d004812	19	31	1
Zm00001d004814	9	14	0
Zm00001d004817	9	4	0
Zm00001d004856	8	6	0
Zm00001d004865	1	2	0
Zm00001d004868	32	45	0
Zm00001d004875	16	131	1
Zm00001d004877	1	0	0
Zm00001d004881	79	91	1
Zm00001d004882	1	0	0
Zm00001d004885	0	3	0
Zm00001d004894	24483	16900	318
Zm00001d004896	6	5	0
Zm00001d004898	257	146	8
Zm00001d004899	2	0	0
Zm00001d004903	453	645	16
Zm00001d004913	5	16	0
Zm00001d004914	0	1	0
Zm00001d004916	13	43	1
Zm00001d004917	182	164	1
Zm00001d004918	23	379	9
Zm00001d004919	13	200	4
Zm00001d004924	1	12	0
Zm00001d004933	59	25	1
Zm00001d004938	0	0	2
Zm00001d004956	61	138	8
Zm00001d004957	0	5	0
Zm00001d004959	0	1	0
Zm00001d004962	0	1	0
Zm00001d004972	48	94	5
Zm00001d004976	82	72	1
Zm00001d004977	549	504	3
Zm00001d004978	331	322	4
Zm00001d004979	179	136	1
Zm00001d004982	8	5	0
Zm00001d004983	4	2	0
Zm00001d004986	280	242	2
Zm00001d004992	25	37	0
Zm00001d004993	33	31	0
Zm00001d004997	53	49	0
Zm00001d004998	0	3	0
Zm00001d004999	8	8	1
Zm00001d005001	13	1	1
Zm00001d005002	21	119	3
Zm00001d005003	9	18	0
Zm00001d005004	1	3	0
Zm00001d005006	20	15	0
Zm00001d005008	5	1	0
Zm00001d005011	1	0	0
Zm00001d005012	10	6	0
Zm00001d005013	10	4	1
Zm00001d005015	5	24	1
Zm00001d005016	3	4	0
Zm00001d005017	0	2	0
Zm00001d005018	35	0	0
Zm00001d005026	8	10	0
Zm00001d005027	0	1	0
Zm00001d005028	2	0	0
Zm00001d005029	439	605	23
Zm00001d005030	871	44	2
Zm00001d005035	15	36	0
Zm00001d005051	1617	1304	46
Zm00001d005052	262	259	7
Zm00001d005053	81	55	2
Zm00001d005057	1	0	0
Zm00001d005059	419	3	17
Zm00001d005062	149	187	8
Zm00001d005063	32	50	0
Zm00001d005064	44	47	0
Zm00001d005065	81	57	1
Zm00001d005071	1	0	0
Zm00001d005072	3	2	0
Zm00001d005073	2	0	0
Zm00001d005080	877	762	31
Zm00001d005083	6	0	0
Zm00001d005085	297	411	9
Zm00001d005087	3	0	0
Zm00001d005089	10	46	4
Zm00001d005090	351	417	9
Zm00001d005092	22	11	0
Zm00001d005097	40	2	1
Zm00001d005102	10	7	0
Zm00001d005105	8	8	0
Zm00001d005106	220	179	3
Zm00001d005108	17	16	0
Zm00001d005112	7	0	0
Zm00001d005114	20	32	0
Zm00001d005118	19	22	0
Zm00001d005121	0	1	0
Zm00001d005124	2	0	0
Zm00001d005127	66	141	1
Zm00001d005135	9	5	0
Zm00001d005137	6	5	0
Zm00001d005144	0	2	0
Zm00001d005170	24	38	0
Zm00001d005183	0	1	0
Zm00001d005185	1	4	0
Zm00001d005188	6	3	0
Zm00001d005189	0	32	1
Zm00001d005190	114	110	1
Zm00001d005193	564	1074	18
Zm00001d005194	5	0	0
Zm00001d005195	137	0	1
Zm00001d005196	1	1	0
Zm00001d005199	33	27	1
Zm00001d005203	48	73	1
Zm00001d005228	35	17	1
Zm00001d005231	159	71	0
Zm00001d005240	99	143	1
Zm00001d005241	26	151	3
Zm00001d005244	43	54	0
Zm00001d005246	43	0	1
Zm00001d005248	46	46	0
Zm00001d005250	14	6	0
Zm00001d005271	0	1	0
Zm00001d005279	7	11	1
Zm00001d005281	106	79	1
Zm00001d005282	3	2	0
Zm00001d005287	1	0	0
Zm00001d005288	1	2	0
Zm00001d005295	24	16	0
Zm00001d005297	6	41	0
Zm00001d005301	12	11	0
Zm00001d005306	73	37	1
Zm00001d005308	5	6	0
Zm00001d005312	4	7	0
Zm00001d005317	130	17	1
Zm00001d005323	46	58	0
Zm00001d005324	244	275	12
Zm00001d005325	162	184	7
Zm00001d005328	16	7	0
Zm00001d005329	1699	1658	21
Zm00001d005334	82	91	2
Zm00001d005338	629	533	9
Zm00001d005344	3	1	0
Zm00001d005347	949	964	4
Zm00001d005351	33	24	0
Zm00001d005366	0	1	0
Zm00001d005368	19	16	1
Zm00001d005372	7	5	0
Zm00001d005375	7	0	0
Zm00001d005381	8	0	0
Zm00001d005393	148	413	14
Zm00001d005394	21	17	0
Zm00001d005395	150	157	5
Zm00001d005396	148	163	1
Zm00001d005402	104	161	1
Zm00001d005403	3	4	0
Zm00001d005406	3	7	0
Zm00001d005407	0	2	0
Zm00001d005416	0	2	0
Zm00001d005421	352	440	3
Zm00001d005424	157	162	3
Zm00001d005426	2	1	0
Zm00001d005429	32	9	1
Zm00001d005430	0	1	0
Zm00001d005431	80	52	1
Zm00001d005439	6	2	0
Zm00001d005441	56	0	0
Zm00001d005442	105	139	6
Zm00001d005449	0	5	0
Zm00001d005450	550	553	8
Zm00001d005451	70	29	2
Zm00001d005453	14	8	0
Zm00001d005454	0	12	0
Zm00001d005456	3	10	0
Zm00001d005457	2064	1071	41
Zm00001d005458	0	1	0
Zm00001d005459	28	25	0
Zm00001d005460	2	6	0
Zm00001d005461	20	27	0
Zm00001d005462	65	50	0
Zm00001d005464	3	1	0
Zm00001d005466	53	56	1
Zm00001d005473	12	8	0
Zm00001d005476	0	2	0
Zm00001d005478	18	6	1
Zm00001d005481	1	0	0
Zm00001d005482	49	35	0
Zm00001d005485	48	36	0
Zm00001d005489	135	186	2
Zm00001d005501	29	26	0
Zm00001d005502	503	650	7
Zm00001d005503	20	51	0
Zm00001d005504	6	1	0
Zm00001d005507	152	155	0
Zm00001d005513	11	11	0
Zm00001d005516	24	31	0
Zm00001d005520	50	30	1
Zm00001d005532	38	7	0
Zm00001d005538	5	5	0
Zm00001d005539	1	1	0
Zm00001d005542	0	1	0
Zm00001d005546	9	2	0
Zm00001d005547	81	29	0
Zm00001d005550	13	8	0
Zm00001d005554	5	12	1
Zm00001d005558	29	20	0
Zm00001d005563	7	9	1
Zm00001d005570	2	1	0
Zm00001d005573	73	110	0
Zm00001d005578	201	472	12
Zm00001d005579	124	189	5
Zm00001d005580	1	0	0
Zm00001d005583	29	1	0
Zm00001d005584	182	200	7
Zm00001d005586	74	83	3
Zm00001d005587	0	1	0
Zm00001d005590	42	17	0
Zm00001d005591	4	12	0
Zm00001d005594	27	26	2
Zm00001d005598	0	1	0
Zm00001d005607	2	70	1
Zm00001d005608	9	0	0
Zm00001d005609	8	3	0
Zm00001d005612	4	1	0
Zm00001d005621	1	5	1
Zm00001d005622	4	2	0
Zm00001d005624	19	11	0
Zm00001d005627	52	35	0
Zm00001d005628	5	10	0
Zm00001d005629	0	3	0
Zm00001d005642	72	115	5
Zm00001d005645	468	312	12
Zm00001d005647	29	25	2
Zm00001d005648	25	1	0
Zm00001d005649	263	201	2
Zm00001d005650	87	85	2
Zm00001d005653	186	162	5
Zm00001d005654	0	7	0
Zm00001d005657	798	277	12
Zm00001d005658	225	104	3
Zm00001d005661	1	2	0
Zm00001d005662	42	49	2
Zm00001d005664	6	4	0
Zm00001d005666	3	1	0
Zm00001d005671	0	2	0
Zm00001d005672	34	0	1
Zm00001d005674	5	11	0
Zm00001d005675	407	431	2
Zm00001d005678	3	0	0
Zm00001d005680	0	3	0
Zm00001d005681	5	1	0
Zm00001d005682	15	11	0
Zm00001d005684	792	385	9
Zm00001d005685	2	1	0
Zm00001d005687	431	505	7
Zm00001d005688	1	9	0
Zm00001d005692	680	414	14
Zm00001d005693	132	118	0
Zm00001d005694	190	118	3
Zm00001d005695	832	500	23
Zm00001d005698	15	2	0
Zm00001d005699	0	8	0
Zm00001d005849	5	14	0
Zm00001d005856	5	3	0
Zm00001d005857	3	2	0
Zm00001d005858	315	359	1
Zm00001d005859	32	3	0
Zm00001d005864	91	70	2
Zm00001d005865	47	64	0
Zm00001d005866	24	127	2
Zm00001d005869	1	0	0
Zm00001d005888	14	7	0
Zm00001d005889	4	18	0
Zm00001d005890	1	0	0
Zm00001d005894	2	14	0
Zm00001d005895	1767	2395	69
Zm00001d005898	1	2	0
Zm00001d005899	130	139	4
Zm00001d005901	22	24	0
Zm00001d005909	3	0	0
Zm00001d005912	8	7	0
Zm00001d005917	13	40	0
Zm00001d005920	1875	1438	45
Zm00001d005924	126	40	2
Zm00001d005925	448	532	14
Zm00001d005928	5	0	0
Zm00001d005931	62	16	0
Zm00001d005932	56	5	1
Zm00001d005933	13	0	0
Zm00001d005934	182	194	2
Zm00001d005935	93	90	1
Zm00001d005936	9	9	0
Zm00001d005940	52	85	0
Zm00001d005944	146	175	3
Zm00001d005945	30	2	0
Zm00001d005946	1	0	0
Zm00001d005948	5	0	0
Zm00001d005949	1	0	0
Zm00001d005950	1748	1141	34
Zm00001d005951	48	20	0
Zm00001d005952	185	0	1
Zm00001d005953	72	0	0
Zm00001d005958	26	32	0
Zm00001d005959	2	3	0
Zm00001d005961	1	3	0
Zm00001d005964	1	1	0
Zm00001d005972	1	0	0
Zm00001d005975	97	43	1
Zm00001d005976	5	18	0
Zm00001d005977	0	3	0
Zm00001d005978	9	2	0
Zm00001d005980	6	6	1
Zm00001d005989	3	2	0
Zm00001d005993	3	6	0
Zm00001d005995	114	2	7
Zm00001d005997	169	199	3
Zm00001d005998	74	16	1
Zm00001d006000	0	2	0
Zm00001d006001	349	1127	28
Zm00001d006002	381	244	3
Zm00001d006008	8	7	0
Zm00001d006010	684	22	2
Zm00001d006011	38	25	0
Zm00001d006016	225	158	3
Zm00001d006028	1	15	0
Zm00001d006029	1	1	0
Zm00001d006030	56	58	0
Zm00001d006031	16	50	4
Zm00001d006033	387	13	15
Zm00001d006034	41	72	1
Zm00001d006035	2	10	1
Zm00001d006036	150	196	1
Zm00001d006037	25	3	0
Zm00001d006041	53	27	0
Zm00001d006043	5	0	0
Zm00001d006044	5	0	0
Zm00001d006046	66	80	1
Zm00001d006049	16	36	0
Zm00001d006050	1	0	0
